brand,currency,price,colors,name,sizes,categories
bioworld,usd,39.99,black,bioworld ghostbusters proton pack backpack,9,"luggage & bags,juniors messenger bags & backpacks,home,kids' bags,backpacks & bags,travel bags,bags & accessories,men's bags,juniors accessories,office supplies,school supplies,backpacks,men's accessories,clothing, shoes & jewelry"
cold front,usd,26.88,black,cold front men's slusher neoprene waterproof boot,"10,9,8,13,12","all men's shoes,shoes,men's shoes,clothing"
cold front,usd,55,black,cold front men's slusher neoprene waterproof boot,"10,9,8,13,12","all men's shoes,shoes,men's shoes,clothing"
cold front,usd,37.52,black,cold front men's slusher neoprene waterproof boot,"10,9,8,13,12","all men's shoes,shoes,men's shoes,clothing"
cold front,usd,28,black,cold front men's slusher neoprene waterproof boot,"10,9,8,13,12","all men's shoes,shoes,men's shoes,clothing"
cold front,usd,25,black,cold front men's slusher neoprene waterproof boot,"10,9,8,13,12","all men's shoes,shoes,men's shoes,clothing"
cold front,usd,24,black,cold front men's slusher neoprene waterproof boot,"10,9,8,13,12","all men's shoes,shoes,men's shoes,clothing"
cold front,usd,55,black,cold front men's slusher neoprene waterproof boot,"10,9,8,13,12","all men's shoes,shoes,men's shoes,clothing"
pleaserusa,usd,99.95,"slv sequinsslv chrome,gold sequinsgold chrome,slv chrome,gold chrome,gold sequins,slv sequins","blondie-r-1008, 6'' sequined open toe ankle boot",3,"men's boots,shoes,men's shoes,clothing"
pleaserusa,usd,99.95,"slv sequinsslv chrome,gold sequinsgold chrome,slv chrome,gold chrome,gold sequins,slv sequins","blondie-r-1008, 6'' sequined open toe ankle boot",8,"men's boots,shoes,men's shoes,clothing"
unique bargains,usd,12.99,green,unique bargains 2 pcs black travel lockable spring loaded aluminum alloy key ring clip,4,"men's jewelry,men's accessories,clothing, shoes & jewelry,jewelry"
unique bargains,usd,5.99,green,unique bargains 2 pcs black travel lockable spring loaded aluminum alloy key ring clip,7,"men's jewelry,men's accessories,clothing, shoes & jewelry,jewelry"
skechers,usd,14.99,beige,skechers go casual mens black red synthetic flip flops slip on sandals shoes,12,"clothing,shoes,men's shoes,all men's shoes"
ib eva slippers,usd,5,"sky ,blue","ib eva slippers, one size, fits men's 7.5-8.5, sky",12,"shoes,men's slippers,men's shoes,clothing"
georgia boot,usd,197.92,brown,"georgia boot g8341 11 med wrk boots,11,medium,lace up,8inh,brwn,pr",4,"home improvement,work safety clothing and equipment,men's work & safety shoes"
guide gear,usd,39.99,green,"guide gear mens g.g. teck waterproof mid hiker lace up boot shoe, gray, us 13",5,"men's boots,all men's shoes,shoes,men's shoes,clothing"
guide gear,usd,39.98,green,"guide gear mens g.g. teck waterproof mid hiker lace up boot shoe, gray, us 13",4,"men's boots,all men's shoes,shoes,men's shoes,clothing"
guide gear,usd,34.98,green,"guide gear mens g.g. teck waterproof mid hiker lace up boot shoe, gray, us 13",6,"men's boots,all men's shoes,shoes,men's shoes,clothing"
guide gear,usd,84.99,beige,"guide gear mens g.g. teck waterproof mid hiker lace up boot shoe, gray, us 13",9,"men's boots,all men's shoes,shoes,men's shoes,clothing"
blackberry,cad,154.22,"grey,yellow",yu&yu skate shoes bage men's shoes athletic shoes fabric shoes more colors available,3,"athletic,men,shoes,shoes & handbags"
cole haan,usd,49.99,red canvas,cole haan original grand men's wingtip oxford dress shoes,12,"men's dress shoes,shoes,men's shoes,clothing"
cole haan,usd,230,red canvas,cole haan original grand men's wingtip oxford dress shoes,10,"men's dress shoes,shoes,men's shoes,clothing"
vans,usd,49,red,vans unisex late night hamburger skate shoes-late night hamburgers,9,"clothing,shoes,men's shoes,all men's shoes"
nike,usd,59.9,red,"men's nike air force 1, casual athletic shoes, 488298-619, black red, size 10",10,"clothing, shoes & accessories,men's shoes,athletic"
nike,usd,79.99,red black orange,new - nike air bakin' red black men's basketball shoes - size 10.5,10.5,"athletic,clothing, shoes & accessories,men's shoes"
nike,usd,69.99,red black orange,new - nike air bakin' red black men's basketball shoes - size 10.5,10.5,"athletic,clothing, shoes & accessories,men's shoes"
nike,usd,55,green,nike downshifter 5   round toe synthetic  running shoe,7,"clothing,shoes,men's shoes,all men's shoes"
nike,usd,43.99,green,nike downshifter 5   round toe synthetic  running shoe,7,"clothing,shoes,men's shoes,all men's shoes"
carhartt carbondale by pyramex safety,usd,222.99,green,"carhartt carbondale by pyramex safety pyramex rockwood safety glasses, sandstone bronze anti-fog lens w/ black frame c",5,"power tools,safety apparel,women's workwear & uniforms,safety & shop gear,workwear & uniforms,hand tools,clothing,tools,men's protective eyewear,men's clothing,office supplies,women's clothing,safety glasses & face shields,women's workwear accessories,clothing, shoes & jewelry,women's protective eyewear,men's workwear & uniforms,men's workwear accessories,office safety & security"
stacy adams,usd,11.99,black,stacy adams beau men us 10.5 w black apron loafer pre owned 1906,10.5,"clothing, shoes & accessories,men's shoes,dress/formal"
nike,usd,75,blckmtlc pltnmbrght crmsnun,nike men's air visi pro vi basketball shoe,10,"all men's shoes,shoes,men's shoes,clothing"
danner,usd,148.22,mojave,danner usmc 8 military boots (15-w)- mojave,8,"clothing,shoes,men's shoes,all men's shoes"
frenchchimp,usd,22.68,college,frenchchimp men's messenger canvas leather hiking travel military backpack bag- coffee,5,"luggage & bags,juniors messenger bags & backpacks,home,backpacks & bags,travel bags,bags & accessories,men's bags,messenger bags,juniors accessories,office supplies,school supplies,men's accessories,clothing, shoes & jewelry"
frenchchimp,usd,11.99,college,frenchchimp men's messenger canvas leather hiking travel military backpack bag- coffee,5,"luggage & bags,juniors messenger bags & backpacks,home,backpacks & bags,travel bags,bags & accessories,men's bags,messenger bags,juniors accessories,office supplies,school supplies,men's accessories,clothing, shoes & jewelry"
nike,usd,140,multicolormulticolor,nike men's train quick training shoe,4,"all men's shoes,shoes,men's shoes,clothing"
ecco,usd,169.95,"mocha,fire,warm grey,green,white,mineral",ecco biom hybrid 2 golf shoes,3,"clothing,shoes,men's shoes,all men's shoes"
nike,usd,43,royal blue,mens nike alpha pro low td football cleats size 10/10.5/12/12.5 royal blue/black,4,"football,clothing, shoes & accessories,team sports,men,shoes & cleats,sporting goods"
nike,usd,43,royal blue,mens nike alpha pro low td football cleats size 10/10.5/12/12.5 royal blue/black,5,"football,clothing, shoes & accessories,team sports,men,shoes & cleats,sporting goods"
nike,usd,38.7,royal blue,mens nike alpha pro low td football cleats size 10/10.5/12/12.5 royal blue/black,9,"football,clothing, shoes & accessories,team sports,men,shoes & cleats,sporting goods"
new balance,usd,79.95,blackwhite,new balance 574 stealth nubuck men's shoes size,"15,11.5,13,14","all men's shoes,shoes,men's shoes,clothing"
new balance,usd,61.4,blackwhite,new balance 574 stealth nubuck men's shoes size,"15,11.5,13,14","all men's shoes,shoes,men's shoes,clothing"
idakoos,usd,34.99,beige,hunting rocks ! sweatshirt,"medium,large,small","clothing, shoes & jewelry,novelty & more,clothing,novelty,men,sweatshirts"
les miserables,usd,56.83,green,les miserables les miserables romantic historical musical movie logo adult pull-over hoodie,3,"all men's clothing,men's clothing,men's outerwear,bags & accessories,women's scarves & wraps,clothing, shoes & jewelry,women's accessories,clothing"
les miserables,usd,50.74,beige,les miserables les miserables romantic historical musical movie logo adult pull-over hoodie,8,"all men's clothing,men's clothing,men's outerwear,bags & accessories,women's scarves & wraps,clothing, shoes & jewelry,women's accessories,clothing"
ralph lauren,usd,1500,dark brown,macon calf boot,10,"men,shoes,boots"
ralph lauren,usd,1500,dark brown,macon calf boot,5,"men,shoes,boots"
ralph lauren,usd,1500,dark brown,macon calf boot,9,"men,shoes,boots"
ralph lauren,usd,1500,dark brown,macon calf boot,6,"men,shoes,boots"
ralph lauren,usd,1500,dark brown,macon calf boot,12,"men,shoes,boots"
ralph lauren,usd,1500,dark brown,macon calf boot,7,"men,shoes,boots"
ralph lauren,usd,1500,dark brown,macon calf boot,12,"men,shoes,boots"
ralph lauren,usd,1500,dark brown,macon calf boot,4,"men,shoes,boots"
ralph lauren,usd,1500,dark brown,macon calf boot,5,"men,shoes,boots"
ralph lauren,usd,1500,dark brown,macon calf boot,10,"men,shoes,boots"
ralph lauren,usd,1500,dark brown,macon calf boot,6,"men,shoes,boots"
ralph lauren,usd,1500,dark brown,macon calf boot,11,"men,shoes,boots"
ralph lauren,usd,1500,dark brown,macon calf boot,12,"men,shoes,boots"
skechers,usd,28.45,red,men's skechers wind swell black by skechers,3,"sandals,shoes,men's shoes"
skechers,usd,34.95,red,men's skechers wind swell black by skechers,4,"sandals,shoes,men's shoes"
nike,usd,209.99,blackwhite-total crimson-vivid purple,nike mercurial superfly cr fg soccer cleats sz: mns 10.5 (677927 018),10.5,"sporting goods,team sports,soccer,clothing, shoes & accessories,shoes & cleats,men"
zectron digital,usd,54.95,beige,zectron digital zectron 16gb uhs-1 micro class 10 memory card for casio exilim ex-f1 ex-fc100 ex-fc150 ex-fh10 ex-fh20 ex-fh25 ex-fh100 ex-fs10,4,"jewelry,men's jewelry,men's accessories,clothing, shoes & jewelry"
funtasma,usd,57.95,black,mens sizing gladiator costume boots open toe sandal style shoes,11,"all men's shoes,shoes,men's shoes,clothing"
funtasma,usd,76.98,brown,mens sizing gladiator costume boots open toe sandal style shoes,8,"all men's shoes,shoes,men's shoes,clothing"
helly hansen,usd,190,"greyorange,prussian bluenavyoff,ebonywasabilight grey,bluewhite",men's trysail boat shoe,5,"athletic,men,boating,shoes,clothing, shoes & jewelry"
toms,usd,47.75,brown,"toms mens avalon sneaker slip on loafer shoe, navy, us 7",3,"men's casual shoes,shoes,men's shoes,clothing"
toms,usd,59,black,"toms mens avalon sneaker slip on loafer shoe, navy, us 7",5,"men's casual shoes,shoes,men's shoes,clothing"
toms,usd,50.15,beige,"toms mens avalon sneaker slip on loafer shoe, navy, us 7",4,"men's casual shoes,shoes,men's shoes,clothing"
dickies,usd,71.86,tan,dickies trader,5,"home improvement,men's work & safety shoes,work safety clothing and equipment"
work master,usd,80.33,grey,"work master stg-022504-3p-105 work boots,steel toe,6in,pnut,10-1/2,pr",3,"home improvement,work safety clothing and equipment,men's work & safety shoes"
oakley,aud,129.99,black,oakley oo 9175-31 infinite hero collection garage rock carbon violet sunglasses,3,"clothing, shoes, accessories,men's sunglasses"
nike,usd,99.99,multi-color,mens nike chuck posite shoes sz 11 midnight navy polarized blue 684758 nib  230,11,"clothing, shoes & accessories,men's shoes,athletic"
polo ralph lauren golf,usd,79.97,multi-color,polo ralph lauren golf pants micro gingham link fit sz 34 x 32 cotton nwt  125,9,"clothing, shoes & accessories,men's clothing,pants"
nike,usd,63.39,blackwhite,nike lunarspeed+ running shoes,4,"all men's shoes,shoes,men's shoes,clothing"
nike,usd,115,blacklite retropink powwhite,nike air flight huarache basketball men's shoes size,"9.5,12","all men's shoes,shoes,men's shoes,clothing"
weatherproof,usd,40,brown,weatherproof 761561 men  round toe canvas  slipper,6,"clothing,shoes,men's shoes,men's casual shoes"
weatherproof,usd,24.99,green,weatherproof 761561 men  round toe canvas  slipper,12,"clothing,shoes,men's shoes,men's casual shoes"
weatherproof,usd,40,beige,weatherproof 761561 men  round toe canvas  slipper,7,"clothing,shoes,men's shoes,men's casual shoes"
weatherproof,usd,9.99,black,weatherproof 761561 men  round toe canvas  slipper,7,"clothing,shoes,men's shoes,men's casual shoes"
phat farm,usd,32.99,black,men's phat farm palisade lo ul tumb sneaker,6,"all men's shoes,shoes,men's shoes,clothing"
montrail,usd,57.97,grey,montrail men's ferocity protective trail running shoe-azul chartreuse,3,"clothing,shoes,men's shoes,all men's shoes"
gifts,usd,19.99,brown,baltimore ravens slipper xl,4,"clothing,shoes,men's shoes,men's slippers"
dickies,usd,22.99,brown,dickies brand carpenter style 48x30 mens jeans 48 x 32 dark faded blue,5,"clothing, shoes & accessories,men's clothing,jeans,see more dickies 1993snb relaxed fit indigo wash 100 co..."
nike,usd,699,deep burgundylight graphite-silver,nike mens air jordan 5 retro ls deep burgundy/light graphite-silver 314259-602,5,"all men's shoes,shoes,men's shoes,clothing"
ariat,usd,180,red,ariat workhog wide square toe men  round toe leather brown work boot,10,"clothing,shoes,men's shoes,all men's shoes"
ariat,usd,135.99,beige,ariat workhog wide square toe men  round toe leather brown work boot,11,"clothing,shoes,men's shoes,all men's shoes"
nobles health care products,usd,18,beige,edema velcroǏ_Ǐ_ brand mens booties (large 11-12),8,"all men's shoes,shoes,men's shoes,clothing"
caterpillar,usd,85,"seal brown,ginger bread",caterpillar men emerge oxfords,"8 m,10 m,13 m,7.5 m,10.5 m,12 m,7 m,11 m,8.5 m,11.5 m,9 m,9.5 m","all men's shoes,shoes,men's shoes,clothing"
teva,usd,74.99,black,teva men's size 9 dune kimtah mesh m hiking shoe new,13,"clothing, shoes & accessories,men's shoes,athletic"
asics,usd,69.99,black,asics men's gel-scram 2 trail running shoe,8,"men's footwear,men's athletic shoes,footwear,trail running"
nike,usd,102,red,nike air jordan 1 low 553558-003 men's basketball shoes,10,"shoes,clothing, shoes & jewelry,men,athletic,team sports,basketball"
nike,usd,99.05,black,nike air jordan 1 low 553558-003 men's basketball shoes,3,"shoes,clothing, shoes & jewelry,men,athletic,team sports,basketball"
puma,usd,71.98,gray,puma suede stars men  round toe suede gray sneakers,"10.5,11.5,9,13,11,12","men's casual shoes,shoes,men's shoes,clothing"
puma,usd,75,gray,puma suede stars men  round toe suede gray sneakers,"10.5,11.5,9,13,11,12","men's casual shoes,shoes,men's shoes,clothing"
puma,usd,75,gray,puma suede stars men  round toe suede gray sneakers,"10.5,11.5,9,13,11,12","men's casual shoes,shoes,men's shoes,clothing"
vans,usd,113.9,"black,port royaleport,dalmatians white,burgundy,rabbit holeblack,beige bleu,red,dalmatianswhite,blacktrue white,disney dalmatianswhite,denim cl black",vans mens surplus sk8-hi reissue sneaker,10,"athletic,skateboarding,men,shoes,clothing, shoes & jewelry"
vans,usd,91.94,"black,port royaleport,dalmatians white,burgundy,rabbit holeblack,beige bleu,red,dalmatianswhite,blacktrue white,disney dalmatianswhite,denim cl black",vans mens surplus sk8-hi reissue sneaker,5,"athletic,skateboarding,men,shoes,clothing, shoes & jewelry"
vans,usd,95.99,"black,port royaleport,dalmatians white,burgundy,rabbit holeblack,beige bleu,red,dalmatianswhite,blacktrue white,disney dalmatianswhite,denim cl black",vans mens surplus sk8-hi reissue sneaker,7,"athletic,skateboarding,men,shoes,clothing, shoes & jewelry"
vans,usd,113.9,"black,port royaleport,dalmatians white,burgundy,rabbit holeblack,beige bleu,red,dalmatianswhite,blacktrue white,disney dalmatianswhite,denim cl black",vans mens surplus sk8-hi reissue sneaker,4,"athletic,skateboarding,men,shoes,clothing, shoes & jewelry"
vans,usd,113.9,"black,port royaleport,dalmatians white,burgundy,rabbit holeblack,beige bleu,red,dalmatianswhite,blacktrue white,disney dalmatianswhite,denim cl black",vans mens surplus sk8-hi reissue sneaker,6,"athletic,skateboarding,men,shoes,clothing, shoes & jewelry"
